"photoID";"userID";"dateTaken";"poiID";"poiTheme";"poiFreq";"seqID"
2106779833;"49503207397@N01";1050284236;48;"Structures";571;2341
2107557508;"49503207397@N01";1050290695;1;"City precincts";139;2341
2106780201;"49503207397@N01";1050290897;1;"City precincts";139;2341
2107557968;"49503207397@N01";1050291194;53;"Sports stadiums";97;2341
2106780473;"49503207397@N01";1050291245;53;"Sports stadiums";97;2341
2107558296;"49503207397@N01";1050291283;53;"Sports stadiums";97;2341
1895492;"97867688@N00";1067311908;29;"Public galleries";83;4913
36825197;"76726772@N00";1067514902;81;"Transport";416;3725
31371860;"91821745@N00";1070024400;71;"Parks and spaces";1693;4675
1895483;"97867688@N00";1070681460;24;"Shopping";127;4914
6275708598;"92886069@N00";1071542103;7;"City precincts";213;4721
31365320;"91821745@N00";1073618442;57;"Sports stadiums";520;4676
7764532384;"78667200@N00";1075504947;39;"Institutions";219;3863
7764533328;"78667200@N00";1075519206;39;"Institutions";219;3863
7764534288;"78667200@N00";1075522691;39;"Institutions";219;3863
7764535316;"78667200@N00";1075530613;39;"Institutions";219;3863
7764536360;"78667200@N00";1075537200;39;"Institutions";219;3863
3172766769;"13834571@N06";1075554000;1;"City precincts";139;282
3172767311;"13834571@N06";1075554000;82;"Transport";453;282
7764537612;"78667200@N00";1075655886;39;"Institutions";219;3864
7764538562;"78667200@N00";1075716444;39;"Institutions";219;3865
7764539446;"78667200@N00";1076114176;39;"Institutions";219;3866
898354650;"76562640@N00";1078749751;71;"Parks and spaces";1693;3669
869738481;"76562640@N00";1078749775;71;"Parks and spaces";1693;3669
869739803;"76562640@N00";1078755862;58;"Sports stadiums";88;3669
869741025;"76562640@N00";1078755897;58;"Sports stadiums";88;3669
1149030653;"76562640@N00";1078756684;58;"Sports stadiums";88;3669
1149875738;"76562640@N00";1078757418;58;"Sports stadiums";88;3669
897504881;"76562640@N00";1078757443;58;"Sports stadiums";88;3669
1149877980;"76562640@N00";1078757488;58;"Sports stadiums";88;3669
1303941932;"76562640@N00";1078757606;58;"Sports stadiums";88;3669
898358114;"76562640@N00";1078758301;58;"Sports stadiums";88;3669
1303065167;"76562640@N00";1078766216;71;"Parks and spaces";1693;3669
869747293;"76562640@N00";1078873049;25;"Entertainment";1671;3670
1303065911;"76562640@N00";1078878589;25;"Entertainment";1671;3670
293181190;"19844957@N00";1079009640;17;"Shopping";166;450
293181240;"19844957@N00";1079009679;17;"Shopping";166;450
293181305;"19844957@N00";1079009757;17;"Shopping";166;450
293181352;"19844957@N00";1079009796;17;"Shopping";166;450
293181396;"19844957@N00";1079009808;17;"Shopping";166;450
293181443;"19844957@N00";1079009863;17;"Shopping";166;450
293181511;"19844957@N00";1079009921;17;"Shopping";166;450
293181564;"19844957@N00";1079010021;17;"Shopping";166;450
293181624;"19844957@N00";1079010031;17;"Shopping";166;450
293181658;"19844957@N00";1079010121;17;"Shopping";166;450
293181722;"19844957@N00";1079010132;17;"Shopping";166;450
293181781;"19844957@N00";1079010143;17;"Shopping";166;450
293181841;"19844957@N00";1079010185;17;"Shopping";166;450
293181900;"19844957@N00";1079010357;17;"Shopping";166;450
16680445;"24236874@N00";1079066265;42;"Institutions";79;756
2783348883;"24484507@N00";1081526440;71;"Parks and spaces";1693;775
2783880406;"24484507@N00";1081549257;49;"Structures";284;775
2785862825;"24484507@N00";1081818364;36;"Institutions";114;776
2786573530;"24484507@N00";1081928245;71;"Parks and spaces";1693;777
11680274294;"46486754@N00";1084516439;71;"Parks and spaces";1693;2136
11680275414;"46486754@N00";1084516462;71;"Parks and spaces";1693;2136
11680162273;"46486754@N00";1084516591;71;"Parks and spaces";1693;2136
11679912705;"46486754@N00";1084516766;71;"Parks and spaces";1693;2136
57982026;"85226206@N00";1085191364;15;"Shopping";209;4222
57982089;"85226206@N00";1085191505;15;"Shopping";209;4222
57982382;"85226206@N00";1085351807;71;"Parks and spaces";1693;4223
57982460;"85226206@N00";1085351949;71;"Parks and spaces";1693;4223
2172097901;"8752047@N02";1086012000;36;"Institutions";114;4371
40292881;"19933120@N00";1088297972;45;"Structures";618;457
245153582;"88641821@N00";1088371082;2;"City precincts";304;4405
245153712;"88641821@N00";1088371134;2;"City precincts";304;4405
368872828;"64332066@N00";1089779958;45;"Structures";618;3139
368874024;"64332066@N00";1089780075;15;"Shopping";209;3139
368879465;"64332066@N00";1089857886;49;"Structures";284;3140
368880686;"64332066@N00";1089858042;49;"Structures";284;3140
368881906;"64332066@N00";1089858262;49;"Structures";284;3140
368883530;"64332066@N00";1089862582;33;"Institutions";44;3140
207395158;"79463716@N00";1090274100;26;"Entertainment";704;3907
207394646;"79463716@N00";1090274100;26;"Entertainment";704;3907
331084137;"38751621@N00";1092285004;50;"Structures";574;1760
331039396;"38751621@N00";1092285888;82;"Transport";453;1760
331042968;"38751621@N00";1092370100;51;"Structures";159;1761
331043300;"38751621@N00";1092370254;51;"Structures";159;1761
331043697;"38751621@N00";1092370650;51;"Structures";159;1761
331044104;"38751621@N00";1092370668;51;"Structures";159;1761
331044518;"38751621@N00";1092370886;51;"Structures";159;1761
331044650;"38751621@N00";1092371225;51;"Structures";159;1761
331044748;"38751621@N00";1092371276;51;"Structures";159;1761
331044888;"38751621@N00";1092371334;51;"Structures";159;1761
331045815;"38751621@N00";1092375938;50;"Structures";574;1761
4613572541;"8721758@N06";1092402296;7;"City precincts";213;4297
4613574435;"8721758@N06";1092402431;7;"City precincts";213;4297
4614178924;"8721758@N06";1092403166;7;"City precincts";213;4297
331051739;"38751621@N00";1092526529;85;"Transport";269;1762
331053041;"38751621@N00";1092545018;26;"Entertainment";704;1762
331053159;"38751621@N00";1092545054;26;"Entertainment";704;1762
835669;"36521966482@N01";1093754825;27;"Entertainment";710;1563
835663;"36521966482@N01";1093758183;71;"Parks and spaces";1693;1563
930089;"36521966482@N01";1093767449;82;"Transport";453;1563
429494;"56685562@N00";1095051416;82;"Transport";453;2675
11548544;"85226206@N00";1096078218;0;"City precincts";102;4224
11548545;"85226206@N00";1096090705;71;"Parks and spaces";1693;4224
2319023981;"44892789@N00";1098276909;48;"Structures";571;2076
85117029;"27982139@N00";1099108024;11;"Shopping";489;977
85117091;"27982139@N00";1099110837;11;"Shopping";489;977
85117129;"27982139@N00";1099110848;11;"Shopping";489;977
85117214;"27982139@N00";1099119300;11;"Shopping";489;977
85117313;"27982139@N00";1099119309;11;"Shopping";489;977
85117428;"27982139@N00";1099119314;11;"Shopping";489;977
85117567;"27982139@N00";1099119343;11;"Shopping";489;977
85117673;"27982139@N00";1099119466;11;"Shopping";489;977
85117747;"27982139@N00";1099122505;11;"Shopping";489;977
85117812;"27982139@N00";1099122513;11;"Shopping";489;977
85117872;"27982139@N00";1099122546;11;"Shopping";489;977
367397190;"69596918@N00";1099227600;82;"Transport";453;3403
1265010;"97867688@N00";1099558448;21;"Shopping";587;4915
1265089;"97867688@N00";1099558709;32;"Institutions";699;4915
1265109;"97867688@N00";1099558838;41;"Institutions";740;4915
1265242;"97867688@N00";1099559164;25;"Entertainment";1671;4915
1265250;"97867688@N00";1099559173;25;"Entertainment";1671;4915
1265255;"97867688@N00";1099559179;25;"Entertainment";1671;4915
1265316;"97867688@N00";1099559275;85;"Transport";269;4915
1265322;"97867688@N00";1099559297;85;"Transport";269;4915
238171558;"88641821@N00";1099566505;81;"Transport";416;4406
238171326;"88641821@N00";1099566535;81;"Transport";416;4406
1267684;"97867688@N00";1099567563;80;"Transport";25;4915
1267964;"97867688@N00";1099568540;18;"Shopping";659;4915
1268070;"97867688@N00";1099568846;32;"Institutions";699;4915
1274103;"97867688@N00";1099589674;71;"Parks and spaces";1693;4915
1274558;"97867688@N00";1099590925;62;"Sports stadiums";28;4915
149669019;"52952793@N00";1100066851;85;"Transport";269;2500
149669209;"52952793@N00";1100066871;85;"Transport";269;2500
149669459;"52952793@N00";1100066889;85;"Transport";269;2500
149669664;"52952793@N00";1100066969;85;"Transport";269;2500
149669858;"52952793@N00";1100066998;85;"Transport";269;2500
149670117;"52952793@N00";1100067036;85;"Transport";269;2500
149670360;"52952793@N00";1100067062;85;"Transport";269;2500
149670550;"52952793@N00";1100067185;85;"Transport";269;2500
149670664;"52952793@N00";1100067422;85;"Transport";269;2500
149670803;"52952793@N00";1100067440;85;"Transport";269;2500
149671028;"52952793@N00";1100067696;85;"Transport";269;2500
149671281;"52952793@N00";1100067719;85;"Transport";269;2500
149671505;"52952793@N00";1100067739;85;"Transport";269;2500
149671756;"52952793@N00";1100067814;85;"Transport";269;2500
149671949;"52952793@N00";1100067879;85;"Transport";269;2500
149672118;"52952793@N00";1100067917;85;"Transport";269;2500
149672241;"52952793@N00";1100085623;82;"Transport";453;2500
149672326;"52952793@N00";1100085686;82;"Transport";453;2500
149672495;"52952793@N00";1100085910;82;"Transport";453;2500
245157556;"88641821@N00";1100590834;15;"Shopping";209;4407
245153400;"88641821@N00";1100591232;71;"Parks and spaces";1693;4407
1701185;"97867688@N00";1101347783;22;"Shopping";561;4916
49917501;"71088002@N00";1101819600;35;"Institutions";574;3424
49917282;"71088002@N00";1101819600;35;"Institutions";574;3424
229008887;"78211664@N00";1101862274;35;"Institutions";574;3826
1895461;"97867688@N00";1102044628;29;"Public galleries";83;4917
1895470;"97867688@N00";1102044639;29;"Public galleries";83;4917
1895486;"97867688@N00";1102044681;29;"Public galleries";83;4917
1895487;"97867688@N00";1102044687;29;"Public galleries";83;4917
1895494;"97867688@N00";1102044713;42;"Institutions";79;4917
150153680;"52952793@N00";1102489376;85;"Transport";269;2501
150154122;"52952793@N00";1102489441;85;"Transport";269;2501
150154552;"52952793@N00";1102489830;85;"Transport";269;2501
150155004;"52952793@N00";1102489986;85;"Transport";269;2501
150155434;"52952793@N00";1102490006;85;"Transport";269;2501
2579156;"97867688@N00";1104139909;22;"Shopping";561;4918
2676185;"79925938@N00";1104369016;71;"Parks and spaces";1693;3919
2676210;"79925938@N00";1104369048;71;"Parks and spaces";1693;3919
95106802;"36656940@N00";1104632251;24;"Shopping";127;1570
95106884;"36656940@N00";1104632429;24;"Shopping";127;1570
95106946;"36656940@N00";1104632456;24;"Shopping";127;1570
95107062;"36656940@N00";1104632481;24;"Shopping";127;1570
95107138;"36656940@N00";1104632557;24;"Shopping";127;1570
3142194;"97867688@N00";1105255672;45;"Structures";618;4919
240808542;"92496717@N00";1106214832;53;"Sports stadiums";97;4698
240808556;"92496717@N00";1106216740;53;"Sports stadiums";97;4698
240823220;"92496717@N00";1106219804;82;"Transport";453;4698
240823294;"92496717@N00";1106223057;0;"City precincts";102;4698
23473102;"53701455@N00";1106274372;30;"Public galleries";47;2543
11137292;"50216172@N00";1106314458;56;"Sports stadiums";287;2372
11137155;"50216172@N00";1106317872;56;"Sports stadiums";287;2372
11137313;"50216172@N00";1106322494;56;"Sports stadiums";287;2372
11137161;"50216172@N00";1106323466;56;"Sports stadiums";287;2372
11137175;"50216172@N00";1106323558;56;"Sports stadiums";287;2372
11137326;"50216172@N00";1106328626;56;"Sports stadiums";287;2372
11137255;"50216172@N00";1106328920;56;"Sports stadiums";287;2372
11137266;"50216172@N00";1106329134;56;"Sports stadiums";287;2372
8376706;"23245161@N00";1106412423;63;"Sports stadiums";439;708
238165216;"88641821@N00";1107714860;26;"Entertainment";704;4408
238165042;"88641821@N00";1107714978;26;"Entertainment";704;4408
238164811;"88641821@N00";1107715072;26;"Entertainment";704;4408
238164663;"88641821@N00";1107715094;26;"Entertainment";704;4408
238164516;"88641821@N00";1107715107;26;"Entertainment";704;4408
238164351;"88641821@N00";1107715334;26;"Entertainment";704;4408
238164119;"88641821@N00";1107715338;26;"Entertainment";704;4408
238163842;"88641821@N00";1107715416;26;"Entertainment";704;4408
238163627;"88641821@N00";1107715424;26;"Entertainment";704;4408
4578810;"97867688@N00";1108021301;85;"Transport";269;4920
4614372;"89504146@N00";1108092401;26;"Entertainment";704;4445
148693050;"52952793@N00";1108162249;85;"Transport";269;2502
148693117;"52952793@N00";1108162310;85;"Transport";269;2502
148693162;"52952793@N00";1108163219;85;"Transport";269;2502
148693223;"52952793@N00";1108163411;85;"Transport";269;2502
148693278;"52952793@N00";1108163421;85;"Transport";269;2502
148693351;"52952793@N00";1108163604;85;"Transport";269;2502
148693446;"52952793@N00";1108163717;85;"Transport";269;2502
148693486;"52952793@N00";1108163739;85;"Transport";269;2502
148693568;"52952793@N00";1108163897;85;"Transport";269;2502
148693616;"52952793@N00";1108164333;85;"Transport";269;2502
148693668;"52952793@N00";1108164528;85;"Transport";269;2502
148693720;"52952793@N00";1108164890;85;"Transport";269;2502
4833993;"79925938@N00";1108448880;71;"Parks and spaces";1693;3920
4833994;"79925938@N00";1108448933;71;"Parks and spaces";1693;3920
4833996;"79925938@N00";1108448946;71;"Parks and spaces";1693;3920
4834004;"79925938@N00";1108448953;71;"Parks and spaces";1693;3920
4834005;"79925938@N00";1108448968;71;"Parks and spaces";1693;3920
210137488;"79463716@N00";1108861203;26;"Entertainment";704;3908
210138396;"79463716@N00";1108861238;26;"Entertainment";704;3908
210139599;"79463716@N00";1108861250;26;"Entertainment";704;3908
200144220;"97867688@N00";1109054555;36;"Institutions";114;4921
24851477;"69041444@N00";1109387552;44;"Structures";221;3395
24852370;"69041444@N00";1109387887;0;"City precincts";102;3395
24839436;"69041444@N00";1109401223;71;"Parks and spaces";1693;3395
4582735211;"20681884@N00";1109468240;48;"Structures";571;539
364779262;"69596918@N00";1109595600;32;"Institutions";699;3404
5738633;"79925938@N00";1109747060;71;"Parks and spaces";1693;3921
5738644;"79925938@N00";1109747094;71;"Parks and spaces";1693;3921
309977997;"20681884@N00";1109810533;44;"Structures";221;540
4583364704;"20681884@N00";1109810743;44;"Structures";221;540
5959940;"79925938@N00";1110028318;2;"City precincts";304;3922
5959992;"79925938@N00";1110036073;2;"City precincts";304;3922
4582737847;"20681884@N00";1110409928;44;"Structures";221;541
4583367248;"20681884@N00";1110410085;44;"Structures";221;541
4582738125;"20681884@N00";1110411059;44;"Structures";221;541
4583367494;"20681884@N00";1110411386;44;"Structures";221;541
6772474;"79925938@N00";1111054601;71;"Parks and spaces";1693;3923
7010702;"79925938@N00";1111388489;71;"Parks and spaces";1693;3924
9306195;"97867688@N00";1113373101;50;"Structures";574;4922
9306124;"97867688@N00";1113374650;17;"Shopping";166;4922
9306147;"97867688@N00";1113374810;13;"Shopping";158;4922
9306161;"97867688@N00";1113377405;71;"Parks and spaces";1693;4922
11324001;"97867688@N00";1114687421;71;"Parks and spaces";1693;4923
363807825;"69596918@N00";1114869600;70;"Parks and spaces";221;3405
363808044;"69596918@N00";1114869600;50;"Structures";574;3405
225644214;"45316194@N00";1115088240;34;"Institutions";74;2082
13321956;"97867688@N00";1115703580;68;"Parks and spaces";236;4924
13749420;"97867688@N00";1116027535;32;"Institutions";699;4925
23628862;"50216172@N00";1116650768;57;"Sports stadiums";520;2373
23629171;"50216172@N00";1116655108;57;"Sports stadiums";520;2373
23629308;"50216172@N00";1116655356;57;"Sports stadiums";520;2373
23629469;"50216172@N00";1116655948;57;"Sports stadiums";520;2373
15220033;"97867688@N00";1116656247;32;"Institutions";699;4926
23629594;"50216172@N00";1116656482;57;"Sports stadiums";520;2373
15846356;"37912374670@N01";1116772476;11;"Shopping";489;1695
15846467;"37912374670@N01";1116772532;11;"Shopping";489;1695
15846569;"37912374670@N01";1116772602;11;"Shopping";489;1695
15847658;"37912374670@N01";1116793061;9;"Shopping";1169;1695
15847779;"37912374670@N01";1116793090;9;"Shopping";1169;1695
15847950;"37912374670@N01";1116793130;9;"Shopping";1169;1695
15848068;"37912374670@N01";1116793209;9;"Shopping";1169;1695
74139077;"61993185@N00";1117097590;31;"Public galleries";441;2970
74139484;"61993185@N00";1117098260;31;"Public galleries";441;2970
74141308;"61993185@N00";1117275134;31;"Public galleries";441;2971
74141687;"61993185@N00";1117283120;31;"Public galleries";441;2971
74142997;"61993185@N00";1117285343;31;"Public galleries";441;2971
74143292;"61993185@N00";1117286205;31;"Public galleries";441;2971
74143663;"61993185@N00";1117286358;31;"Public galleries";441;2971
74143885;"61993185@N00";1117288956;31;"Public galleries";441;2971
74144181;"61993185@N00";1117290399;31;"Public galleries";441;2971
74144462;"61993185@N00";1117290457;31;"Public galleries";441;2971
74144932;"61993185@N00";1117290763;31;"Public galleries";441;2971
74145359;"61993185@N00";1117291131;31;"Public galleries";441;2971
74146510;"61993185@N00";1117367411;31;"Public galleries";441;2972
74147426;"61993185@N00";1117377195;31;"Public galleries";441;2972
74147592;"61993185@N00";1117377308;31;"Public galleries";441;2972
74147962;"61993185@N00";1117449070;31;"Public galleries";441;2973
74149208;"61993185@N00";1117630725;31;"Public galleries";441;2974
74149484;"61993185@N00";1117645158;31;"Public galleries";441;2974
74149697;"61993185@N00";1117646958;31;"Public galleries";441;2974
74149907;"61993185@N00";1117693622;31;"Public galleries";441;2975
74150068;"61993185@N00";1117693995;31;"Public galleries";441;2975
74150209;"61993185@N00";1117695043;31;"Public galleries";441;2975
74150732;"61993185@N00";1117706484;31;"Public galleries";441;2975
74150947;"61993185@N00";1117706572;31;"Public galleries";441;2975
74151261;"61993185@N00";1117706791;31;"Public galleries";441;2975
74151790;"61993185@N00";1117708523;31;"Public galleries";441;2975
74152071;"61993185@N00";1117708698;31;"Public galleries";441;2975
74152413;"61993185@N00";1117708995;31;"Public galleries";441;2975
74152783;"61993185@N00";1117709026;31;"Public galleries";441;2975
74153165;"61993185@N00";1117709115;31;"Public galleries";441;2975
74153518;"61993185@N00";1117709262;31;"Public galleries";441;2975
74153744;"61993185@N00";1117709591;31;"Public galleries";441;2975
74153942;"61993185@N00";1117780433;31;"Public galleries";441;2976
192194706;"32165728@N00";1117859332;10;"Shopping";40;1274
186014785;"32165728@N00";1117951790;10;"Shopping";40;1275
186014832;"32165728@N00";1117952125;10;"Shopping";40;1275
74154777;"61993185@N00";1118136583;31;"Public galleries";441;2977
74155441;"61993185@N00";1118150249;31;"Public galleries";441;2977
74155679;"61993185@N00";1118151131;31;"Public galleries";441;2977
74156076;"61993185@N00";1118160777;31;"Public galleries";441;2977
74156574;"61993185@N00";1118161039;31;"Public galleries";441;2977
74156759;"61993185@N00";1118161850;31;"Public galleries";441;2977
74157017;"61993185@N00";1118183532;31;"Public galleries";441;2977
74157206;"61993185@N00";1118184327;31;"Public galleries";441;2977
74157372;"61993185@N00";1118185727;31;"Public galleries";441;2977
74157558;"61993185@N00";1118186165;31;"Public galleries";441;2977
74157895;"61993185@N00";1118227477;31;"Public galleries";441;2978
22960377;"91821745@N00";1118553618;71;"Parks and spaces";1693;4677
19062965;"97867688@N00";1118630736;27;"Entertainment";710;4927
19063005;"97867688@N00";1118630916;27;"Entertainment";710;4927
19063025;"97867688@N00";1118630947;27;"Entertainment";710;4927
19063068;"97867688@N00";1118631133;27;"Entertainment";710;4927
19063337;"97867688@N00";1118632338;85;"Transport";269;4927
23629888;"50216172@N00";1119069182;57;"Sports stadiums";520;2374
23630267;"50216172@N00";1119069200;57;"Sports stadiums";520;2374
23630593;"50216172@N00";1119071044;57;"Sports stadiums";520;2374
23630896;"50216172@N00";1119073256;57;"Sports stadiums";520;2374
23631147;"50216172@N00";1119075598;57;"Sports stadiums";520;2374
23631330;"50216172@N00";1119075608;57;"Sports stadiums";520;2374
23631599;"50216172@N00";1119076274;57;"Sports stadiums";520;2374
23631920;"50216172@N00";1119076510;57;"Sports stadiums";520;2374
372630931;"77767159@N00";1119788542;26;"Entertainment";704;3808
187185633;"32165728@N00";1120260941;48;"Structures";571;1276
23483793;"27982139@N00";1120480392;11;"Shopping";489;978
23483916;"27982139@N00";1120480439;50;"Structures";574;978
24183317;"97867688@N00";1120706938;85;"Transport";269;4928
24563824;"97867688@N00";1120789484;85;"Transport";269;4929
24563471;"97867688@N00";1120803194;15;"Shopping";209;4929
24563776;"97867688@N00";1120808489;80;"Transport";25;4929
26810881;"31148157@N00";1121690892;71;"Parks and spaces";1693;1235
27063956;"31148157@N00";1121757224;8;"Shopping";209;1236
27803902;"31148157@N00";1122013671;81;"Transport";416;1237
28143099;"31148157@N00";1122198220;71;"Parks and spaces";1693;1238
365088414;"69596918@N00";1122818400;39;"Institutions";219;3406
365018145;"69596918@N00";1122818400;21;"Shopping";587;3406
31780109;"97867688@N00";1123299759;71;"Parks and spaces";1693;4930
35781765;"97867688@N00";1123314775;35;"Institutions";574;4930
31901093;"91821745@N00";1123391057;46;"Structures";139;4678
33503680;"79925938@N00";1123760346;2;"City precincts";304;3925
33503725;"79925938@N00";1123760482;2;"City precincts";304;3925
33503758;"79925938@N00";1123762181;2;"City precincts";304;3925
36811959;"76726772@N00";1124263486;24;"Shopping";127;3726
35181476;"97867688@N00";1124351573;12;"Shopping";63;4931
35314140;"97867688@N00";1124434274;85;"Transport";269;4932
4614278528;"8721758@N06";1124832419;7;"City precincts";213;4298
4614280286;"8721758@N06";1124878738;7;"City precincts";213;4299
4614283764;"8721758@N06";1124886169;7;"City precincts";213;4299
4614281822;"8721758@N06";1124886202;7;"City precincts";213;4299
4613667859;"8721758@N06";1124889080;7;"City precincts";213;4299
4613669549;"8721758@N06";1124893392;7;"City precincts";213;4299
37056471;"97867688@N00";1124969370;82;"Transport";453;4933
37234514;"97867688@N00";1125022123;41;"Institutions";740;4934
37317622;"97867688@N00";1125035902;44;"Structures";221;4934
8697248994;"54300266@N05";1125081069;67;"Parks and spaces";142;2580
2110305078;"49503207397@N01";1125261798;71;"Parks and spaces";1693;2342
2110305172;"49503207397@N01";1125262424;71;"Parks and spaces";1693;2342
2110305260;"49503207397@N01";1125262504;71;"Parks and spaces";1693;2342
2110305328;"49503207397@N01";1125262650;71;"Parks and spaces";1693;2342
2110305460;"49503207397@N01";1125262678;71;"Parks and spaces";1693;2342
2331467045;"87837676@N00";1125523459;48;"Structures";571;4400
39785328;"79925938@N00";1125747558;2;"City precincts";304;3926
245158203;"88641821@N00";1125762627;22;"Shopping";561;4409
245156293;"88641821@N00";1125762657;22;"Shopping";561;4409
62061051;"67148357@N00";1126791171;24;"Shopping";127;3289
43980240;"79925938@N00";1126936235;71;"Parks and spaces";1693;3927
46631763;"50216172@N00";1127558612;57;"Sports stadiums";520;2375
46692085;"50216172@N00";1127562832;57;"Sports stadiums";520;2375
46692192;"50216172@N00";1127562834;57;"Sports stadiums";520;2375
46692363;"50216172@N00";1127562888;57;"Sports stadiums";520;2375
46692472;"50216172@N00";1127563290;57;"Sports stadiums";520;2375
46692576;"50216172@N00";1127564528;57;"Sports stadiums";520;2375
46692643;"50216172@N00";1127566776;57;"Sports stadiums";520;2375
46692747;"50216172@N00";1127566780;57;"Sports stadiums";520;2375
46692811;"50216172@N00";1127566984;57;"Sports stadiums";520;2375
46692936;"50216172@N00";1127567368;57;"Sports stadiums";520;2375
46693020;"50216172@N00";1127567840;57;"Sports stadiums";520;2375
46693080;"50216172@N00";1127567928;57;"Sports stadiums";520;2375
46693243;"50216172@N00";1127568024;57;"Sports stadiums";520;2375
46693450;"50216172@N00";1127568054;57;"Sports stadiums";520;2375
46693590;"50216172@N00";1127568244;57;"Sports stadiums";520;2375
46693741;"50216172@N00";1127568458;57;"Sports stadiums";520;2375
46693920;"50216172@N00";1127568534;57;"Sports stadiums";520;2375
46694012;"50216172@N00";1127568586;57;"Sports stadiums";520;2375
46694124;"50216172@N00";1127568652;57;"Sports stadiums";520;2375
46694252;"50216172@N00";1127568666;57;"Sports stadiums";520;2375
46694495;"50216172@N00";1127568956;57;"Sports stadiums";520;2375
46726847;"50216172@N00";1127569192;57;"Sports stadiums";520;2375
46727346;"50216172@N00";1127569710;57;"Sports stadiums";520;2375
46727190;"50216172@N00";1127569924;57;"Sports stadiums";520;2375
46727731;"50216172@N00";1127569976;57;"Sports stadiums";520;2375
46721180;"50216172@N00";1127570062;57;"Sports stadiums";520;2375
46721324;"50216172@N00";1127570332;57;"Sports stadiums";520;2375
46721441;"50216172@N00";1127572332;57;"Sports stadiums";520;2375
46721530;"50216172@N00";1127574938;57;"Sports stadiums";520;2375
46721657;"50216172@N00";1127575310;57;"Sports stadiums";520;2375
46728194;"50216172@N00";1127575350;57;"Sports stadiums";520;2375
46727931;"50216172@N00";1127575386;57;"Sports stadiums";520;2375
46722178;"50216172@N00";1127575778;57;"Sports stadiums";520;2375
46725013;"50216172@N00";1127575816;57;"Sports stadiums";520;2375
46725197;"50216172@N00";1127575964;57;"Sports stadiums";520;2375
